semana_fin,pais,casos_semana,factor_crec_7d
2023-11-26,Ecuador,495.0,1.3865546218487395
2023-11-27,Ecuador,495.0,1.3865546218487395
2023-11-28,Ecuador,1027.0,2.0747474747474746
2023-11-29,Ecuador,1027.0,2.0747474747474746
2023-11-30,Ecuador,1027.0,2.0747474747474746
2023-12-01,Ecuador,1027.0,2.0747474747474746
2023-12-02,Ecuador,1027.0,2.0747474747474746
2023-12-03,Ecuador,1027.0,2.0747474747474746
2023-12-04,Ecuador,1027.0,2.0747474747474746
2023-12-05,Ecuador,918.0,0.8938656280428432
2023-12-06,Ecuador,918.0,0.8938656280428432
2023-12-07,Ecuador,918.0,0.8938656280428432
2023-12-08,Ecuador,918.0,0.8938656280428432
2023-12-09,Ecuador,918.0,0.8938656280428432
2023-12-10,Ecuador,918.0,0.8938656280428432
2023-12-11,Ecuador,918.0,0.8938656280428432
2023-12-12,Ecuador,808.0,0.8801742919389978
2023-12-13,Ecuador,808.0,0.8801742919389978
2023-12-14,Ecuador,808.0,0.8801742919389978
2023-12-15,Ecuador,808.0,0.8801742919389978
2023-12-16,Ecuador,808.0,0.8801742919389978
2023-12-17,Ecuador,808.0,0.8801742919389978
2023-12-18,Ecuador,808.0,0.8801742919389978
2023-12-19,Ecuador,932.0,1.1534653465346534
2023-12-20,Ecuador,932.0,1.1534653465346534
2023-12-21,Ecuador,932.0,1.1534653465346534
2023-12-22,Ecuador,932.0,1.1534653465346534
2023-12-23,Ecuador,932.0,1.1534653465346534
2023-12-24,Ecuador,932.0,1.1534653465346534
2023-12-25,Ecuador,932.0,1.1534653465346534
2023-12-26,Ecuador,757.0,0.8122317596566524
2023-12-27,Ecuador,757.0,0.8122317596566524
2023-12-28,Ecuador,757.0,0.8122317596566524
2023-12-29,Ecuador,757.0,0.8122317596566524
2023-12-30,Ecuador,757.0,0.8122317596566524
2023-12-31,Ecuador,757.0,0.8122317596566524
2024-01-01,Ecuador,757.0,0.8122317596566524
2024-01-02,Ecuador,734.0,0.9696169088507266
2024-01-03,Ecuador,734.0,0.9696169088507266
2024-01-04,Ecuador,734.0,0.9696169088507266
2024-01-05,Ecuador,734.0,0.9696169088507266
2024-01-06,Ecuador,734.0,0.9696169088507266
2024-01-07,Ecuador,734.0,0.9696169088507266
2024-01-08,Ecuador,734.0,0.9696169088507266
2024-01-09,Ecuador,1055.0,1.4373297002724796
2024-01-10,Ecuador,1055.0,1.4373297002724796
2024-01-11,Ecuador,1055.0,1.4373297002724796
2024-01-12,Ecuador,1055.0,1.4373297002724796
2024-01-13,Ecuador,1055.0,1.4373297002724796
2024-01-14,Ecuador,1055.0,1.4373297002724796
2024-01-15,Ecuador,1055.0,1.4373297002724796
2024-01-16,Ecuador,859.0,0.814218009478673
2024-01-17,Ecuador,859.0,0.814218009478673
2024-01-18,Ecuador,859.0,0.814218009478673
2024-01-19,Ecuador,859.0,0.814218009478673
2024-01-20,Ecuador,859.0,0.814218009478673
2024-01-21,Ecuador,859.0,0.814218009478673
2024-01-22,Ecuador,859.0,0.814218009478673
2024-01-23,Ecuador,583.0,0.6786961583236322
2024-01-24,Ecuador,583.0,0.6786961583236322
2024-01-25,Ecuador,583.0,0.6786961583236322
2024-01-26,Ecuador,583.0,0.6786961583236322
2024-01-27,Ecuador,583.0,0.6786961583236322
2024-01-28,Ecuador,583.0,0.6786961583236322
2024-01-29,Ecuador,583.0,0.6786961583236322
2024-01-30,Ecuador,551.0,0.9451114922813036
2024-01-31,Ecuador,551.0,0.9451114922813036
2024-02-01,Ecuador,551.0,0.9451114922813036
2024-02-02,Ecuador,551.0,0.9451114922813036
2024-02-03,Ecuador,551.0,0.9451114922813036
2024-02-04,Ecuador,551.0,0.9451114922813036
2024-02-05,Ecuador,551.0,0.9451114922813036
2024-02-06,Ecuador,473.0,0.8584392014519057
2024-02-07,Ecuador,473.0,0.8584392014519057
2024-02-08,Ecuador,473.0,0.8584392014519057
2024-02-09,Ecuador,473.0,0.8584392014519057
2024-02-10,Ecuador,473.0,0.8584392014519057
2024-02-11,Ecuador,473.0,0.8584392014519057
2024-02-12,Ecuador,473.0,0.8584392014519057
2024-02-13,Ecuador,415.0,0.8773784355179705
2024-02-14,Ecuador,415.0,0.8773784355179705
2024-02-15,Ecuador,415.0,0.8773784355179705
2024-02-16,Ecuador,415.0,0.8773784355179705
2024-02-17,Ecuador,415.0,0.8773784355179705
2024-02-18,Ecuador,415.0,0.8773784355179705
2024-02-19,Ecuador,415.0,0.8773784355179705
2024-02-20,Ecuador,512.0,1.2337349397590363
2024-02-21,Ecuador,512.0,1.2337349397590363
2024-02-22,Ecuador,512.0,1.2337349397590363
2024-02-23,Ecuador,512.0,1.2337349397590363
2024-02-24,Ecuador,512.0,1.2337349397590363
2024-02-25,Ecuador,512.0,1.2337349397590363
2024-02-26,Ecuador,512.0,1.2337349397590363
2024-02-27,Ecuador,581.0,1.134765625
2024-02-28,Ecuador,581.0,1.134765625
2024-02-29,Ecuador,581.0,1.134765625
2024-03-01,Ecuador,581.0,1.134765625
2024-03-02,Ecuador,581.0,1.134765625
2024-03-03,Ecuador,581.0,1.134765625
2024-03-04,Ecuador,581.0,1.134765625
2024-03-05,Ecuador,494.0,0.8502581755593803
2024-03-06,Ecuador,494.0,0.8502581755593803
2024-03-07,Ecuador,494.0,0.8502581755593803
2024-03-08,Ecuador,494.0,0.8502581755593803
2024-03-09,Ecuador,494.0,0.8502581755593803
2024-03-10,Ecuador,494.0,0.8502581755593803
2024-03-11,Ecuador,494.0,0.8502581755593803
2024-03-12,Ecuador,409.0,0.8279352226720648
2024-03-13,Ecuador,409.0,0.8279352226720648
2024-03-14,Ecuador,409.0,0.8279352226720648
2024-03-15,Ecuador,409.0,0.8279352226720648
2024-03-16,Ecuador,409.0,0.8279352226720648
2024-03-17,Ecuador,409.0,0.8279352226720648
2024-03-18,Ecuador,409.0,0.8279352226720648
2024-03-19,Ecuador,381.0,0.9315403422982885
2024-03-20,Ecuador,381.0,0.9315403422982885
2024-03-21,Ecuador,381.0,0.9315403422982885
2024-03-22,Ecuador,381.0,0.9315403422982885
2024-03-23,Ecuador,381.0,0.9315403422982885
2024-03-24,Ecuador,381.0,0.9315403422982885
2024-03-25,Ecuador,381.0,0.9315403422982885
2024-03-26,Ecuador,233.0,0.6115485564304461
2024-03-27,Ecuador,233.0,0.6115485564304461
2024-03-28,Ecuador,233.0,0.6115485564304461
2024-03-29,Ecuador,233.0,0.6115485564304461
2024-03-30,Ecuador,233.0,0.6115485564304461
2024-03-31,Ecuador,233.0,0.6115485564304461
2024-04-01,Ecuador,233.0,0.6115485564304461
2024-04-02,Ecuador,185.0,0.7939914163090128
2024-04-03,Ecuador,185.0,0.7939914163090128
2024-04-04,Ecuador,185.0,0.7939914163090128
2024-04-05,Ecuador,185.0,0.7939914163090128
2024-04-06,Ecuador,185.0,0.7939914163090128
2024-04-07,Ecuador,185.0,0.7939914163090128
2024-04-08,Ecuador,185.0,0.7939914163090128
2024-04-09,Ecuador,89.0,0.4810810810810811
2024-04-10,Ecuador,89.0,0.4810810810810811
2024-04-11,Ecuador,89.0,0.4810810810810811
2024-04-12,Ecuador,89.0,0.4810810810810811
2024-04-13,Ecuador,89.0,0.4810810810810811
2024-04-14,Ecuador,89.0,0.4810810810810811
2024-04-15,Ecuador,89.0,0.4810810810810811
2024-04-16,Ecuador,78.0,0.8764044943820225
2024-04-17,Ecuador,78.0,0.8764044943820225
2024-04-18,Ecuador,78.0,0.8764044943820225
2024-04-19,Ecuador,78.0,0.8764044943820225
2024-04-20,Ecuador,78.0,0.8764044943820225
2024-04-21,Ecuador,78.0,0.8764044943820225
2024-04-22,Ecuador,78.0,0.8764044943820225
2024-04-23,Ecuador,21.0,0.2692307692307692
2024-04-24,Ecuador,21.0,0.2692307692307692
2024-04-25,Ecuador,21.0,0.2692307692307692
2024-04-26,Ecuador,21.0,0.2692307692307692
2024-04-27,Ecuador,21.0,0.2692307692307692
2024-04-28,Ecuador,21.0,0.2692307692307692
2024-04-29,Ecuador,21.0,0.2692307692307692
2024-04-30,Ecuador,35.0,1.6666666666666667
2024-05-01,Ecuador,35.0,1.6666666666666667
2024-05-02,Ecuador,35.0,1.6666666666666667
2024-05-03,Ecuador,35.0,1.6666666666666667
2024-05-04,Ecuador,35.0,1.6666666666666667
2024-05-05,Ecuador,35.0,1.6666666666666667
2024-05-06,Ecuador,35.0,1.6666666666666667
2024-05-07,Ecuador,52.0,1.4857142857142858
2024-05-08,Ecuador,52.0,1.4857142857142858
2024-05-09,Ecuador,52.0,1.4857142857142858
2024-05-10,Ecuador,52.0,1.4857142857142858
2024-05-11,Ecuador,52.0,1.4857142857142858
2024-05-12,Ecuador,52.0,1.4857142857142858
2024-05-13,Ecuador,52.0,1.4857142857142858
2024-05-14,Ecuador,55.0,1.0576923076923077
2024-05-15,Ecuador,55.0,1.0576923076923077
2024-05-16,Ecuador,55.0,1.0576923076923077
2024-05-17,Ecuador,55.0,1.0576923076923077
2024-05-18,Ecuador,55.0,1.0576923076923077
2024-05-19,Ecuador,55.0,1.0576923076923077
2024-05-20,Ecuador,55.0,1.0576923076923077
2024-05-21,Ecuador,71.0,1.290909090909091
2024-05-22,Ecuador,71.0,1.290909090909091
2024-05-23,Ecuador,71.0,1.290909090909091
2024-05-24,Ecuador,71.0,1.290909090909091
2024-05-25,Ecuador,71.0,1.290909090909091
2024-05-26,Ecuador,71.0,1.290909090909091
2024-05-27,Ecuador,71.0,1.290909090909091
2024-05-28,Ecuador,62.0,0.8732394366197183
2024-05-29,Ecuador,62.0,0.8732394366197183
2024-05-30,Ecuador,62.0,0.8732394366197183
2024-05-31,Ecuador,62.0,0.8732394366197183
2024-06-01,Ecuador,62.0,0.8732394366197183
2024-06-02,Ecuador,62.0,0.8732394366197183
2024-06-03,Ecuador,62.0,0.8732394366197183
2024-06-04,Ecuador,103.0,1.6612903225806452
2024-06-05,Ecuador,103.0,1.6612903225806452
2024-06-06,Ecuador,103.0,1.6612903225806452
2024-06-07,Ecuador,103.0,1.6612903225806452
2024-06-08,Ecuador,103.0,1.6612903225806452
2024-06-09,Ecuador,103.0,1.6612903225806452
2024-06-10,Ecuador,103.0,1.6612903225806452
2024-06-11,Ecuador,115.0,1.116504854368932
2024-06-12,Ecuador,115.0,1.116504854368932
2024-06-13,Ecuador,115.0,1.116504854368932
2024-06-14,Ecuador,115.0,1.116504854368932
2024-06-15,Ecuador,115.0,1.116504854368932
2024-06-16,Ecuador,115.0,1.116504854368932
2024-06-17,Ecuador,115.0,1.116504854368932
2024-06-18,Ecuador,109.0,0.9478260869565217
2024-06-19,Ecuador,109.0,0.9478260869565217
2024-06-20,Ecuador,109.0,0.9478260869565217
2024-06-21,Ecuador,109.0,0.9478260869565217
2024-06-22,Ecuador,109.0,0.9478260869565217
2024-06-23,Ecuador,109.0,0.9478260869565217
2024-06-24,Ecuador,109.0,0.9478260869565217
2024-06-25,Ecuador,128.0,1.1743119266055047
2024-06-26,Ecuador,128.0,1.1743119266055047
2024-06-27,Ecuador,128.0,1.1743119266055047
2024-06-28,Ecuador,128.0,1.1743119266055047
2024-06-29,Ecuador,128.0,1.1743119266055047
2024-06-30,Ecuador,128.0,1.1743119266055047
2024-07-01,Ecuador,128.0,1.1743119266055047
2024-07-02,Ecuador,101.0,0.7890625
2024-07-03,Ecuador,101.0,0.7890625
2024-07-04,Ecuador,101.0,0.7890625
2024-07-05,Ecuador,101.0,0.7890625
2024-07-06,Ecuador,101.0,0.7890625
2024-07-07,Ecuador,101.0,0.7890625
2024-07-08,Ecuador,101.0,0.7890625
2024-07-09,Ecuador,82.0,0.8118811881188119
2024-07-10,Ecuador,82.0,0.8118811881188119
2024-07-11,Ecuador,82.0,0.8118811881188119
2024-07-12,Ecuador,82.0,0.8118811881188119
2024-07-13,Ecuador,82.0,0.8118811881188119
2024-07-14,Ecuador,82.0,0.8118811881188119
2024-07-15,Ecuador,82.0,0.8118811881188119
2024-07-16,Ecuador,157.0,1.9146341463414633
2024-07-17,Ecuador,157.0,1.9146341463414633
2024-07-18,Ecuador,157.0,1.9146341463414633
2024-07-19,Ecuador,157.0,1.9146341463414633
2024-07-20,Ecuador,157.0,1.9146341463414633
2024-07-21,Ecuador,157.0,1.9146341463414633
2024-07-22,Ecuador,157.0,1.9146341463414633
2024-07-23,Ecuador,166.0,1.0573248407643312
2024-07-24,Ecuador,166.0,1.0573248407643312
2024-07-25,Ecuador,166.0,1.0573248407643312
2024-07-26,Ecuador,166.0,1.0573248407643312
2024-07-27,Ecuador,166.0,1.0573248407643312
2024-07-28,Ecuador,166.0,1.0573248407643312
2024-07-29,Ecuador,166.0,1.0573248407643312
2024-07-30,Ecuador,451.0,2.716867469879518
2024-07-31,Ecuador,451.0,2.716867469879518
2024-08-01,Ecuador,451.0,2.716867469879518
2024-08-02,Ecuador,451.0,2.716867469879518
2024-08-03,Ecuador,451.0,2.716867469879518
2024-08-04,Ecuador,451.0,2.716867469879518
2024-08-05,Ecuador,451.0,2.716867469879518
2024-08-06,Ecuador,89.0,0.1973392461197339
2024-08-07,Ecuador,89.0,0.1973392461197339
2024-08-08,Ecuador,89.0,0.1973392461197339
2024-08-09,Ecuador,89.0,0.1973392461197339
2024-08-10,Ecuador,89.0,0.1973392461197339
2024-08-11,Ecuador,89.0,0.1973392461197339
2024-08-12,Ecuador,89.0,0.1973392461197339
2024-08-13,Ecuador,213.0,2.393258426966292
2024-08-14,Ecuador,213.0,2.393258426966292
2024-08-15,Ecuador,213.0,2.393258426966292
2024-08-16,Ecuador,213.0,2.393258426966292
2024-08-17,Ecuador,213.0,2.393258426966292
2024-08-18,Ecuador,213.0,2.393258426966292
2024-08-19,Ecuador,213.0,2.393258426966292
2024-08-20,Ecuador,215.0,1.0093896713615023
2024-08-21,Ecuador,215.0,1.0093896713615023
2024-08-22,Ecuador,215.0,1.0093896713615023
2024-08-23,Ecuador,215.0,1.0093896713615023
2024-08-24,Ecuador,215.0,1.0093896713615023
2024-08-25,Ecuador,215.0,1.0093896713615023
2024-08-26,Ecuador,215.0,1.0093896713615023
2024-08-27,Ecuador,154.0,0.7162790697674418
2024-08-28,Ecuador,154.0,0.7162790697674418
2024-08-29,Ecuador,154.0,0.7162790697674418
2024-08-30,Ecuador,154.0,0.7162790697674418
2024-08-31,Ecuador,154.0,0.7162790697674418
2024-09-01,Ecuador,154.0,0.7162790697674418
2024-09-02,Ecuador,154.0,0.7162790697674418
2024-09-03,Ecuador,95.0,0.6168831168831169
2024-09-04,Ecuador,95.0,0.6168831168831169
2024-09-05,Ecuador,95.0,0.6168831168831169
2024-09-06,Ecuador,95.0,0.6168831168831169
2024-09-07,Ecuador,95.0,0.6168831168831169
2024-09-08,Ecuador,95.0,0.6168831168831169
2024-09-09,Ecuador,95.0,0.6168831168831169
2024-09-10,Ecuador,64.0,0.6736842105263158
2024-09-11,Ecuador,64.0,0.6736842105263158
2024-09-12,Ecuador,64.0,0.6736842105263158
2024-09-13,Ecuador,64.0,0.6736842105263158
2024-09-14,Ecuador,64.0,0.6736842105263158
2024-09-15,Ecuador,64.0,0.6736842105263158
2024-09-16,Ecuador,64.0,0.6736842105263158
2024-09-17,Ecuador,43.0,0.671875
2024-09-18,Ecuador,43.0,0.671875
2024-09-19,Ecuador,43.0,0.671875
2024-09-20,Ecuador,43.0,0.671875
2024-09-21,Ecuador,43.0,0.671875
2024-09-22,Ecuador,43.0,0.671875
2024-09-23,Ecuador,43.0,0.671875
2024-09-24,Ecuador,50.0,1.1627906976744187
2024-09-25,Ecuador,50.0,1.1627906976744187
2024-09-26,Ecuador,50.0,1.1627906976744187
2024-09-27,Ecuador,50.0,1.1627906976744187
2024-09-28,Ecuador,50.0,1.1627906976744187
2024-09-29,Ecuador,50.0,1.1627906976744187
2024-09-30,Ecuador,50.0,1.1627906976744187
2024-10-01,Ecuador,57.0,1.14
2024-10-02,Ecuador,57.0,1.14
2024-10-03,Ecuador,57.0,1.14
2024-10-04,Ecuador,57.0,1.14
2024-10-05,Ecuador,57.0,1.14
2024-10-06,Ecuador,57.0,1.14
2024-10-07,Ecuador,57.0,1.14
2024-10-08,Ecuador,32.0,0.5614035087719298
2024-10-09,Ecuador,32.0,0.5614035087719298
2024-10-10,Ecuador,32.0,0.5614035087719298
2024-10-11,Ecuador,32.0,0.5614035087719298
2024-10-12,Ecuador,32.0,0.5614035087719298
2024-10-13,Ecuador,32.0,0.5614035087719298
2024-10-14,Ecuador,32.0,0.5614035087719298
2024-10-15,Ecuador,15.0,0.46875
2024-10-16,Ecuador,15.0,0.46875
2024-10-17,Ecuador,15.0,0.46875
2024-10-18,Ecuador,15.0,0.46875
2024-10-19,Ecuador,15.0,0.46875
2024-10-20,Ecuador,15.0,0.46875
2024-10-21,Ecuador,15.0,0.46875
2024-10-22,Ecuador,29.0,1.9333333333333333
2024-10-23,Ecuador,29.0,1.9333333333333333
2024-10-24,Ecuador,29.0,1.9333333333333333
2024-10-25,Ecuador,29.0,1.9333333333333333
2024-10-26,Ecuador,29.0,1.9333333333333333
2024-10-27,Ecuador,29.0,1.9333333333333333
2024-10-28,Ecuador,29.0,1.9333333333333333
2024-10-29,Ecuador,10.0,0.3448275862068966
2024-10-30,Ecuador,10.0,0.3448275862068966
2024-10-31,Ecuador,10.0,0.3448275862068966
2024-11-01,Ecuador,10.0,0.3448275862068966
2024-11-02,Ecuador,10.0,0.3448275862068966
2024-11-03,Ecuador,10.0,0.3448275862068966
2024-11-04,Ecuador,10.0,0.3448275862068966
2024-11-05,Ecuador,22.0,2.2
2024-11-06,Ecuador,22.0,2.2
2024-11-07,Ecuador,22.0,2.2
2024-11-08,Ecuador,22.0,2.2
2024-11-09,Ecuador,22.0,2.2
2024-11-10,Ecuador,22.0,2.2
2024-11-11,Ecuador,22.0,2.2
2024-11-12,Ecuador,17.0,0.7727272727272727
2024-11-13,Ecuador,17.0,0.7727272727272727
2024-11-14,Ecuador,17.0,0.7727272727272727
2024-11-15,Ecuador,17.0,0.7727272727272727
2024-11-16,Ecuador,17.0,0.7727272727272727
2024-11-17,Ecuador,17.0,0.7727272727272727
2024-11-18,Ecuador,17.0,0.7727272727272727
2024-11-19,Ecuador,11.0,0.6470588235294118
2024-11-20,Ecuador,11.0,0.6470588235294118
2024-11-21,Ecuador,11.0,0.6470588235294118
2024-11-22,Ecuador,11.0,0.6470588235294118
2024-11-23,Ecuador,11.0,0.6470588235294118
2024-11-24,Ecuador,11.0,0.6470588235294118
2024-11-25,Ecuador,11.0,0.6470588235294118
2024-11-26,Ecuador,8.0,0.7272727272727273
2024-11-27,Ecuador,8.0,0.7272727272727273
2024-11-28,Ecuador,8.0,0.7272727272727273
2024-11-29,Ecuador,8.0,0.7272727272727273
2024-11-30,Ecuador,8.0,0.7272727272727273
2024-12-01,Ecuador,8.0,0.7272727272727273
2024-12-02,Ecuador,8.0,0.7272727272727273
2024-12-03,Ecuador,34.0,4.25
2024-12-04,Ecuador,34.0,4.25
2024-12-05,Ecuador,34.0,4.25
2024-12-06,Ecuador,34.0,4.25
2024-12-07,Ecuador,34.0,4.25
2024-12-08,Ecuador,34.0,4.25
2024-12-09,Ecuador,34.0,4.25
2024-12-10,Ecuador,33.0,0.9705882352941176
2024-12-11,Ecuador,33.0,0.9705882352941176
2024-12-12,Ecuador,33.0,0.9705882352941176
2024-12-13,Ecuador,33.0,0.9705882352941176
2024-12-14,Ecuador,33.0,0.9705882352941176
2024-12-15,Ecuador,33.0,0.9705882352941176
2024-12-16,Ecuador,33.0,0.9705882352941176
2024-12-17,Ecuador,21.0,0.6363636363636364
2024-12-18,Ecuador,21.0,0.6363636363636364
2024-12-19,Ecuador,21.0,0.6363636363636364
2024-12-20,Ecuador,21.0,0.6363636363636364
2024-12-21,Ecuador,21.0,0.6363636363636364
2024-12-22,Ecuador,21.0,0.6363636363636364
2024-12-23,Ecuador,21.0,0.6363636363636364
2024-12-24,Ecuador,35.0,1.6666666666666667
2024-12-25,Ecuador,35.0,1.6666666666666667
2024-12-26,Ecuador,35.0,1.6666666666666667
2024-12-27,Ecuador,35.0,1.6666666666666667
2024-12-28,Ecuador,35.0,1.6666666666666667
2024-12-29,Ecuador,35.0,1.6666666666666667
2024-12-30,Ecuador,35.0,1.6666666666666667
2024-12-31,Ecuador,27.0,0.7714285714285715
2025-01-01,Ecuador,27.0,0.7714285714285715
2025-01-02,Ecuador,27.0,0.7714285714285715
2025-01-03,Ecuador,27.0,0.7714285714285715
2025-01-04,Ecuador,27.0,0.7714285714285715
2025-01-05,Ecuador,27.0,0.7714285714285715
2025-01-06,Ecuador,27.0,0.7714285714285715
2025-01-07,Ecuador,80.0,2.962962962962963
2025-01-08,Ecuador,80.0,2.962962962962963
2025-01-09,Ecuador,80.0,2.962962962962963
2025-01-10,Ecuador,80.0,2.962962962962963
2025-01-11,Ecuador,80.0,2.962962962962963
2025-01-12,Ecuador,80.0,2.962962962962963
2025-01-13,Ecuador,80.0,2.962962962962963
2025-01-14,Ecuador,103.0,1.2875
2025-01-15,Ecuador,103.0,1.2875
2025-01-16,Ecuador,103.0,1.2875
2025-01-17,Ecuador,103.0,1.2875
2025-01-18,Ecuador,103.0,1.2875
2025-01-19,Ecuador,103.0,1.2875
2025-01-20,Ecuador,103.0,1.2875
2025-01-21,Ecuador,150.0,1.4563106796116505
2025-01-22,Ecuador,150.0,1.4563106796116505
2025-01-23,Ecuador,150.0,1.4563106796116505
2025-01-24,Ecuador,150.0,1.4563106796116505
2025-01-25,Ecuador,150.0,1.4563106796116505
2025-01-26,Ecuador,150.0,1.4563106796116505
2025-01-27,Ecuador,150.0,1.4563106796116505
2025-01-28,Ecuador,121.0,0.8066666666666666
2025-01-29,Ecuador,121.0,0.8066666666666666
2025-01-30,Ecuador,121.0,0.8066666666666666
2025-01-31,Ecuador,121.0,0.8066666666666666
2025-02-01,Ecuador,121.0,0.8066666666666666
2025-02-02,Ecuador,121.0,0.8066666666666666
2025-02-03,Ecuador,121.0,0.8066666666666666
2025-02-04,Ecuador,122.0,1.0082644628099173
2025-02-05,Ecuador,122.0,1.0082644628099173
2025-02-06,Ecuador,122.0,1.0082644628099173
2025-02-07,Ecuador,122.0,1.0082644628099173
2025-02-08,Ecuador,122.0,1.0082644628099173
2025-02-09,Ecuador,122.0,1.0082644628099173
2025-02-10,Ecuador,122.0,1.0082644628099173
2025-02-11,Ecuador,96.0,0.7868852459016393
2025-02-12,Ecuador,96.0,0.7868852459016393
2025-02-13,Ecuador,96.0,0.7868852459016393
2025-02-14,Ecuador,96.0,0.7868852459016393
2025-02-15,Ecuador,96.0,0.7868852459016393
2025-02-16,Ecuador,96.0,0.7868852459016393
2025-02-17,Ecuador,96.0,0.7868852459016393
2025-02-18,Ecuador,69.0,0.71875
2025-02-19,Ecuador,69.0,0.71875
2025-02-20,Ecuador,69.0,0.71875
2025-02-21,Ecuador,69.0,0.71875
2025-02-22,Ecuador,69.0,0.71875
2025-02-23,Ecuador,69.0,0.71875
2025-02-24,Ecuador,69.0,0.71875
2025-02-25,Ecuador,64.0,0.927536231884058
2025-02-26,Ecuador,64.0,0.927536231884058
2025-02-27,Ecuador,64.0,0.927536231884058
2025-02-28,Ecuador,64.0,0.927536231884058
2025-03-01,Ecuador,64.0,0.927536231884058
2025-03-02,Ecuador,64.0,0.927536231884058
2025-03-03,Ecuador,64.0,0.927536231884058
2025-03-04,Ecuador,58.0,0.90625
2025-03-05,Ecuador,58.0,0.90625
2025-03-06,Ecuador,58.0,0.90625
2025-03-07,Ecuador,58.0,0.90625
2025-03-08,Ecuador,58.0,0.90625
2025-03-09,Ecuador,58.0,0.90625
2025-03-10,Ecuador,58.0,0.90625
2025-03-11,Ecuador,69.0,1.1896551724137931
2025-03-12,Ecuador,69.0,1.1896551724137931
2025-03-13,Ecuador,69.0,1.1896551724137931
2025-03-14,Ecuador,69.0,1.1896551724137931
2025-03-15,Ecuador,69.0,1.1896551724137931
2025-03-16,Ecuador,69.0,1.1896551724137931
2025-03-17,Ecuador,69.0,1.1896551724137931
2025-03-18,Ecuador,40.0,0.5797101449275363
2025-03-19,Ecuador,40.0,0.5797101449275363
2025-03-20,Ecuador,40.0,0.5797101449275363
2025-03-21,Ecuador,40.0,0.5797101449275363
2025-03-22,Ecuador,40.0,0.5797101449275363
2025-03-23,Ecuador,40.0,0.5797101449275363
2025-03-24,Ecuador,40.0,0.5797101449275363
2025-03-25,Ecuador,27.0,0.675
2025-03-26,Ecuador,27.0,0.675
2025-03-27,Ecuador,27.0,0.675
2025-03-28,Ecuador,27.0,0.675
2025-03-29,Ecuador,27.0,0.675
2025-03-30,Ecuador,27.0,0.675
2025-03-31,Ecuador,27.0,0.675
2025-04-01,Ecuador,31.0,1.1481481481481481
2025-04-02,Ecuador,31.0,1.1481481481481481
2025-04-03,Ecuador,31.0,1.1481481481481481
2025-04-04,Ecuador,31.0,1.1481481481481481
2025-04-05,Ecuador,31.0,1.1481481481481481
2025-04-06,Ecuador,31.0,1.1481481481481481
2025-04-07,Ecuador,31.0,1.1481481481481481
2025-04-08,Ecuador,20.0,0.6451612903225806
2025-04-09,Ecuador,20.0,0.6451612903225806
2025-04-10,Ecuador,20.0,0.6451612903225806
2025-04-11,Ecuador,20.0,0.6451612903225806
2025-04-12,Ecuador,20.0,0.6451612903225806
2025-04-13,Ecuador,20.0,0.6451612903225806
2025-04-14,Ecuador,20.0,0.6451612903225806
2025-04-15,Ecuador,12.0,0.6
2025-04-16,Ecuador,12.0,0.6
2025-04-17,Ecuador,12.0,0.6
2025-04-18,Ecuador,12.0,0.6
2025-04-19,Ecuador,12.0,0.6
2025-04-20,Ecuador,12.0,0.6
2025-04-21,Ecuador,12.0,0.6
2025-04-22,Ecuador,13.0,1.0833333333333333
2025-04-23,Ecuador,13.0,1.0833333333333333
2025-04-24,Ecuador,13.0,1.0833333333333333
2025-04-25,Ecuador,13.0,1.0833333333333333
2025-04-26,Ecuador,13.0,1.0833333333333333
2025-04-27,Ecuador,13.0,1.0833333333333333
2025-04-28,Ecuador,13.0,1.0833333333333333
2025-04-29,Ecuador,11.0,0.8461538461538461
2025-04-30,Ecuador,11.0,0.8461538461538461
2025-05-01,Ecuador,11.0,0.8461538461538461
2025-05-02,Ecuador,11.0,0.8461538461538461
2025-05-03,Ecuador,11.0,0.8461538461538461
2025-05-04,Ecuador,11.0,0.8461538461538461
2025-05-05,Ecuador,11.0,0.8461538461538461
2025-05-06,Ecuador,14.0,1.2727272727272727
2025-05-07,Ecuador,14.0,1.2727272727272727
2025-05-08,Ecuador,14.0,1.2727272727272727
2025-05-09,Ecuador,14.0,1.2727272727272727
2025-05-10,Ecuador,14.0,1.2727272727272727
2025-05-11,Ecuador,14.0,1.2727272727272727
2025-05-12,Ecuador,14.0,1.2727272727272727
2025-05-13,Ecuador,15.0,1.0714285714285714
2025-05-14,Ecuador,15.0,1.0714285714285714
2025-05-15,Ecuador,15.0,1.0714285714285714
2025-05-16,Ecuador,15.0,1.0714285714285714
2025-05-17,Ecuador,15.0,1.0714285714285714
2025-05-18,Ecuador,15.0,1.0714285714285714
2025-05-19,Ecuador,15.0,1.0714285714285714
2025-05-20,Ecuador,10.0,0.6666666666666666
2025-05-21,Ecuador,10.0,0.6666666666666666
2025-05-22,Ecuador,10.0,0.6666666666666666
2025-05-23,Ecuador,10.0,0.6666666666666666
2025-05-24,Ecuador,10.0,0.6666666666666666
2025-05-25,Ecuador,10.0,0.6666666666666666
2025-05-26,Ecuador,10.0,0.6666666666666666
2025-05-27,Ecuador,16.0,1.6
2025-05-28,Ecuador,16.0,1.6
2025-05-29,Ecuador,16.0,1.6
2025-05-30,Ecuador,16.0,1.6
2025-05-31,Ecuador,16.0,1.6
